hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,condition_encoded
14,347,445.67,30.39,43.92,39.37,2.042,29.417,15.0,2
12,14,558.61,30.18,45.79,34.92,3.803,19.449,15.0,3
7,212,353.08,19.29,30.29,66.46,2.059,29.384,15.0,2
16,249,462.32,24.67,38.01,59.0,3.403,30.213,15.0,2
21,59,0.0,21.11,20.93,91.26,1.402,17.565,0.4584,3
18,286,166.86,23.56,28.29,77.24,0.482,29.4,10.4414,2
20,64,0.0,18.4,17.2,96.23,2.652,28.301,0.0618,2
2,163,0.55,10.52,10.22,92.5,2.708,28.864,0.0,4
15,131,694.07,21.95,43.19,46.32,2.497,30.692,15.0,4
3,154,0.0,15.85,15.98,95.74,0.916,29.55,0.0052,2
2,220,4.79,14.04,13.51,95.93,2.128,28.98,0.0017,2
7,92,278.09,23.91,32.68,67.73,3.39,15.9,13.151,3
21,158,8.44,14.85,14.53,96.63,3.905,29.814,0.025,2
6,130,246.74,21.4,29.58,78.19,1.396,28.738,14.4495,2
17,329,189.97,29.2,35.49,65.16,4.209,31.611,7.9071,0
11,261,785.04,28.27,53.43,30.23,5.089,29.875,15.0,2
1,241,7.19,15.59,14.44,93.56,2.84,29.143,0.0,2
5,208,19.83,19.66,21.11,87.62,0.588,30.381,1.0136,2
15,81,558.04,24.55,40.73,43.99,1.389,28.043,15.0,2
16,142,545.68,22.3,39.93,54.48,1.385,27.807,15.0,2
12,2,547.86,32.11,50.19,35.21,4.697,31.87,12.1495,4
5,355,3.12,26.18,25.27,97.25,1.546,17.79,0.0,3
7,298,226.42,27.46,34.33,70.36,5.334,28.066,5.6406,4
18,144,261.27,19.67,27.93,84.2,1.528,29.318,6.3326,4
0,191,0.0,13.68,13.42,94.01,2.658,31.257,0.0151,2
8,125,531.22,23.33,39.94,57.45,4.564,29.683,15.0,2
7,348,180.11,28.48,33.9,64.59,1.274,26.714,7.6607,0
8,16,295.29,28.22,37.94,58.7,3.94,28.89,15.0,2
4,267,13.11,18.95,21.47,92.44,2.728,27.584,1.7116,2
14,192,918.57,21.75,49.87,34.74,2.771,30.936,15.0,0
3,130,2.07,15.04,15.41,97.14,4.745,28.011,0.0,2
8,37,305.22,30.1,40.66,59.46,2.375,29.656,7.0194,4
15,145,687.66,20.8,41.62,48.42,1.324,17.412,15.0,3
13,241,835.18,26.68,53.67,35.74,1.715,30.346,15.0,2
15,65,500.65,30.45,44.86,52.43,3.706,29.941,15.0,0
12,326,558.97,32.89,50.6,36.65,1.865,31.753,15.0,2
1,19,6.18,25.83,26.34,94.89,2.627,28.082,0.4104,2
13,73,704.57,30.15,51.93,37.18,1.601,30.502,15.0,2
5,221,0.0,16.59,17.42,87.78,1.947,30.257,0.211,2
23,251,0.0,14.67,14.9,99.98,5.37,29.144,0.0226,2
10,359,457.72,31.9,46.39,40.74,1.035,29.75,10.8783,4
7,293,199.73,27.47,35.31,62.82,0.383,28.563,8.8766,0
17,48,214.29,28.56,34.31,68.16,1.426,29.78,12.3721,2
16,356,270.13,31.39,40.62,63.36,2.499,28.611,15.0,2
17,85,307.43,23.78,33.96,69.25,4.404,29.604,15.0,2
5,137,0.0,20.36,19.86,89.35,5.834,28.483,0.4636,2
23,257,3.34,17.45,17.69,91.04,2.848,29.007,0.4562,4
10,29,490.46,31.2,46.33,46.29,4.643,30.864,15.0,2
14,288,578.79,26.99,43.5,44.21,1.465,29.802,15.0,2
4,343,8.72,22.25,22.18,99.76,1.66,27.081,0.2089,4
19,347,7.85,26.87,25.95,89.84,1.77,28.178,0.4582,2
3,37,6.64,21.33,21.69,99.29,2.51,27.806,0.1227,2
7,128,350.52,22.16,32.5,71.05,2.392,28.116,15.0,2
7,241,293.46,23.37,32.9,68.15,1.273,28.846,12.0333,0
23,258,10.03,16.61,17.31,90.74,2.016,29.707,0.0068,4
9,63,508.85,28.6,44.47,48.69,1.291,5.799,15.0,1
19,152,5.62,18.05,17.76,89.56,3.706,28.324,0.5253,2
20,228,29.34,17.17,18.05,92.91,3.516,27.089,2.4299,2
8,306,308.7,29.8,39.93,57.94,1.93,16.681,13.175,3
5,33,0.0,26.25,27.94,88.9,1.081,30.528,0.5198,0
7,246,309.8,20.08,28.94,66.68,2.162,28.755,15.0,2
3,93,0.0,17.55,18.67,97.55,2.958,28.409,0.45,4
14,154,900.33,24.22,51.91,32.47,3.202,30.914,15.0,0
13,334,523.17,30.98,48.44,38.41,2.498,19.746,15.0,3
5,72,13.74,24.33,24.65,85.52,1.877,28.329,0.0,2
19,300,0.0,26.1,24.94,87.27,1.009,28.75,0.0354,2
18,196,278.6,18.2,25.82,79.01,2.52,4.509,7.4757,1
15,296,439.42,28.99,43.83,52.75,1.894,29.949,10.4079,4
4,333,0.0,24.38,22.95,94.84,0.462,28.135,0.0,2
23,290,0.0,19.94,19.42,94.95,3.941,29.128,0.0,0
19,25,0.0,26.67,26.92,84.61,1.315,28.043,0.0529,0
19,66,15.0,21.98,22.43,89.25,1.456,27.615,0.0194,2
19,193,11.27,19.65,20.39,91.48,1.872,29.066,0.9399,2
8,216,513.29,19.41,35.48,51.5,3.176,5.343,15.0,1
0,98,0.0,17.72,17.64,99.11,1.59,27.443,0.0,2
10,131,845.19,24.6,51.17,39.49,2.055,4.679,15.0,1
22,108,16.54,16.15,16.21,96.98,1.356,29.776,0.0592,2
21,240,0.5,15.85,16.29,95.78,3.674,27.947,0.0531,2
19,77,16.41,21.63,21.99,91.33,0.974,29.043,1.3328,2
21,82,0.0,18.68,18.55,96.12,2.29,17.204,0.3131,3
17,35,213.84,28.13,36.07,64.57,2.913,28.831,12.5323,2
20,310,0.0,26.9,26.75,95.04,2.316,4.982,0.0,1
3,117,4.41,14.86,14.46,97.22,1.277,30.948,0.601,2
1,233,4.5,16.45,17.31,91.17,3.752,27.679,0.5506,2
1,352,0.0,23.96,24.22,95.01,2.257,29.081,0.5906,4
1,54,0.0,20.98,21.17,94.04,2.33,18.056,0.4756,3
18,253,172.36,22.88,28.05,79.66,2.851,29.127,9.9056,2
1,301,4.9,26.22,26.16,93.12,1.955,28.879,0.2426,4
13,223,917.57,25.57,54.65,29.92,4.138,32.304,15.0,4
22,209,21.05,15.71,17.07,92.53,3.661,31.567,0.6287,4
1,277,12.1,20.06,20.52,94.49,0.106,28.583,0.902,4
13,119,927.34,23.54,51.89,35.36,0.847,31.075,15.0,0
11,274,681.85,28.68,49.34,38.71,0.333,31.844,15.0,2
19,145,0.0,15.97,16.21,88.23,2.578,15.719,1.0214,3
19,79,1.23,20.98,21.97,86.72,4.362,30.605,0.3335,2
23,60,0.0,20.37,20.14,97.77,2.265,29.339,0.0,2
17,193,366.83,20.42,32.13,63.02,5.414,30.366,15.0,2
21,244,5.01,17.04,15.59,92.09,3.582,30.035,1.0591,4
16,29,265.75,30.69,39.46,59.35,2.16,19.118,9.5513,3
22,180,8.67,14.55,13.47,94.84,1.693,28.567,0.0408,0
3,239,18.03,16.78,16.42,94.65,3.028,17.034,0.7211,3
23,108,0.0,13.67,13.28,94.01,4.582,14.468,0.2216,3
3,220,0.0,14.51,16.52,95.5,4.782,27.771,0.0945,0
10,17,485.27,31.39,47.41,46.89,2.332,30.345,15.0,2
20,175,0.0,14.87,16.5,96.18,1.954,28.555,0.0,2
11,30,527.34,34.14,49.74,42.15,3.554,29.356,11.7819,4
15,291,458.06,30.99,45.72,54.08,3.623,5.516,15.0,1
18,26,146.25,29.91,34.71,78.65,1.694,27.421,6.1281,0
16,48,334.45,30.21,40.59,62.35,4.874,31.284,15.0,2
20,201,4.16,15.25,14.99,90.9,1.441,28.788,1.09,2
18,126,228.19,22.34,28.7,79.63,1.535,4.11,10.4366,1
17,10,212.58,28.46,34.51,70.6,2.889,29.727,11.4397,2
20,27,6.21,22.86,22.67,90.59,2.847,4.947,0.0,1
5,167,0.0,17.39,17.3,87.16,0.362,29.286,0.565,2
20,93,13.89,18.31,18.28,96.68,1.226,16.223,0.0863,3
7,322,233.98,29.39,35.45,63.52,1.22,29.792,12.8374,2
18,231,247.45,22.68,31.49,77.84,4.076,29.777,13.9742,2
23,196,15.34,13.49,14.16,100.0,3.613,27.091,0.0227,4
7,302,216.62,27.86,34.41,64.94,1.67,28.694,12.45,2
13,239,844.26,25.83,51.28,29.1,1.36,28.99,15.0,2
1,34,0.0,22.88,22.98,95.71,1.465,28.747,0.7387,2
3,114,13.62,16.45,15.74,95.72,1.003,30.367,0.0,2
20,148,0.0,16.99,17.92,94.08,1.627,28.1,0.8676,4
2,229,21.59,18.33,18.57,92.68,2.824,27.923,0.6979,2
1,161,11.44,15.84,16.66,100.0,4.208,20.065,0.3281,3
4,345,0.0,24.34,23.04,93.34,3.673,28.653,0.1044,2
20,116,11.86,18.8,17.98,92.34,2.572,26.937,0.6283,2
9,180,718.88,23.96,45.94,48.32,0.529,30.396,15.0,2
16,110,439.13,20.42,33.88,56.17,3.787,29.475,15.0,0
0,264,0.0,18.57,18.46,94.31,1.228,28.765,0.0,0
0,289,0.0,21.32,21.53,95.32,0.982,27.836,0.006,4
6,230,229.75,21.94,29.91,72.79,1.019,19.366,8.6431,3
21,302,0.0,23.82,23.48,91.81,4.197,29.188,0.1225,2
10,146,881.37,21.27,48.92,38.38,1.241,31.021,15.0,4
6,205,215.95,19.64,27.16,78.95,3.106,29.842,12.6551,2
17,241,338.75,21.93,32.05,64.85,4.067,28.864,15.0,2
14,168,875.31,22.04,50.51,38.22,2.893,30.062,15.0,2
3,154,0.0,15.38,15.59,89.32,0.415,28.934,0.0307,4
19,330,33.91,28.1,27.59,82.98,4.669,29.411,1.4912,2
4,297,29.07,22.56,24.84,93.15,2.83,30.848,0.4875,2
20,150,23.82,16.14,15.14,95.64,1.764,29.522,0.5859,0
17,131,359.08,21.64,32.57,63.03,4.87,29.868,14.1522,0
3,186,36.72,14.77,16.86,98.18,1.905,28.529,1.3576,2
23,219,0.0,14.56,14.54,96.96,1.122,28.46,0.0461,0
12,257,785.52,29.03,54.19,27.51,0.809,20.566,15.0,3
2,211,3.45,13.73,13.86,93.98,3.161,17.038,0.0333,3
0,62,8.39,20.52,19.72,94.14,2.887,27.176,0.4251,2
15,23,402.88,31.58,44.16,49.7,3.56,27.11,15.0,2
13,354,538.55,33.56,48.93,38.91,4.662,29.341,15.0,2
4,14,0.0,26.34,27.13,95.1,3.992,28.192,0.0,2
21,219,14.08,14.92,15.8,95.37,2.265,28.313,0.1936,0
21,299,6.86,21.61,21.73,98.77,2.893,28.587,0.0552,4
15,79,540.22,26.33,43.21,45.86,7.017,30.162,15.0,2
23,75,0.0,14.69,14.63,95.85,6.39,29.081,0.0,2
8,78,373.89,25.96,38.3,57.19,0.857,4.389,14.8328,1
17,220,358.23,20.28,31.54,62.63,1.989,30.106,15.0,2
23,116,7.64,14.66,14.64,91.88,1.013,28.717,0.6413,2
2,167,8.43,12.23,12.98,95.45,3.39,28.075,1.1355,2
13,150,1026.42,23.97,57.53,33.47,3.54,3.587,15.0,1
1,169,0.0,14.24,14.27,92.16,3.453,18.162,0.0384,3
8,228,506.6,23.61,39.56,49.84,1.97,29.278,15.0,0
1,166,20.15,13.0,11.87,96.97,6.323,27.92,0.9314,2
14,12,449.46,33.24,47.56,46.18,0.682,17.651,15.0,3
0,184,33.84,14.6,16.52,94.9,1.9,28.635,1.9823,2
10,252,710.22,26.16,47.41,41.2,1.105,30.102,15.0,0
16,51,338.63,30.34,41.29,53.04,1.7,30.477,15.0,2
14,191,878.22,20.01,47.35,39.92,4.162,30.255,15.0,2
20,95,2.96,19.76,20.53,95.45,1.298,20.468,0.5263,3
3,155,7.43,14.68,16.24,98.16,3.847,29.053,0.4199,0
5,113,0.0,18.69,18.22,89.69,2.25,29.113,0.0,2
17,312,232.64,28.81,34.92,68.05,2.786,29.394,13.0199,2
10,59,624.79,29.5,47.85,38.98,1.253,31.104,13.7274,4
5,197,0.0,15.22,14.74,87.7,3.449,28.485,0.0,0
8,293,340.75,27.92,37.61,63.82,2.232,27.979,8.6261,4
14,14,438.96,29.82,44.01,39.4,6.792,16.811,15.0,3
4,202,15.11,15.78,16.43,99.85,4.278,30.204,0.0,4
6,288,141.67,24.57,28.29,86.04,3.165,29.644,9.476,2
3,33,8.48,24.56,25.25,97.54,5.001,28.15,0.0,4
9,240,647.42,27.85,48.42,44.31,0.957,27.802,15.0,4
12,246,846.29,26.36,53.51,32.57,3.713,3.638,15.0,1
8,290,345.63,24.98,36.19,57.33,4.356,29.813,8.9718,4
2,344,0.4,25.16,24.57,95.24,2.772,30.538,0.0,2
13,145,943.4,24.21,54.04,37.88,0.731,31.926,15.0,2
20,150,0.0,18.19,17.75,100.0,3.345,29.5,0.2344,4
18,123,216.75,20.92,28.13,79.19,6.402,29.572,13.3584,2
10,229,795.13,22.59,48.83,36.22,2.653,31.221,15.0,4
6,356,126.86,25.38,29.22,74.06,3.254,29.79,7.9376,2
23,229,1.62,14.76,13.94,96.08,4.019,29.799,0.1026,4
4,228,22.02,15.28,15.01,95.24,2.156,29.616,0.0,0
8,7,237.29,27.96,34.55,60.84,2.734,28.696,15.0,2
2,269,4.48,18.21,18.02,95.68,0.606,28.967,0.1484,0
11,219,946.48,23.78,53.03,33.41,1.977,30.334,15.0,2
22,317,5.57,24.24,24.95,89.39,1.142,16.405,0.0523,3
5,321,0.0,25.32,24.48,88.65,4.906,30.773,0.0,4
10,351,445.68,33.99,46.74,45.54,2.178,28.869,10.6283,4
16,54,318.36,25.83,36.66,57.43,1.317,27.908,15.0,2
23,344,10.35,22.7,22.08,92.77,2.165,28.373,0.0452,4
22,136,13.15,16.28,16.12,91.34,3.479,30.729,0.3641,4
23,4,2.91,22.12,22.96,98.98,2.377,29.28,0.0,2
1,239,0.0,15.39,14.19,95.36,2.372,30.466,0.353,4
10,253,726.58,28.3,51.51,36.22,2.044,31.473,15.0,2
0,323,14.95,22.23,21.5,95.7,5.407,28.075,0.579,2
17,338,198.54,31.82,37.75,67.32,2.87,29.662,10.6008,2
1,137,0.76,15.69,14.22,94.42,1.308,28.558,0.0,2
20,253,36.21,19.94,21.22,99.77,2.436,29.624,0.9372,2
16,100,454.11,25.18,38.77,57.9,1.82,29.32,15.0,0
3,103,0.0,17.04,17.17,88.15,1.196,28.885,0.0735,2
14,191,879.58,19.76,46.35,38.96,2.151,30.13,15.0,2
1,79,6.73,19.22,19.62,89.86,2.704,29.525,1.2207,2
15,207,689.65,21.69,42.86,42.97,2.664,30.773,15.0,4
10,140,868.78,21.08,47.6,40.81,2.337,30.652,15.0,4
13,11,526.2,32.01,49.37,38.73,2.833,28.979,15.0,0
10,94,711.04,26.66,49.31,36.27,3.097,28.875,15.0,4
4,262,0.0,18.49,18.76,95.24,2.193,30.489,0.1082,4
12,283,718.87,27.69,49.2,36.13,3.499,31.444,15.0,2
3,280,18.7,21.04,22.85,93.38,0.386,17.703,1.1634,3
8,186,558.71,24.44,42.11,53.08,2.244,29.483,13.0831,4
5,104,13.69,19.37,19.41,88.4,1.475,16.469,0.1949,3
11,328,516.39,31.29,47.49,33.16,1.958,30.515,11.5405,4
10,14,497.68,29.55,44.68,42.41,3.215,30.754,15.0,2
16,341,283.72,31.69,40.4,63.13,3.75,29.071,15.0,2
19,116,37.82,20.22,19.76,86.73,1.084,28.335,0.8156,4
3,362,0.0,26.19,27.07,96.0,2.002,29.3,0.0,2
6,199,267.28,18.82,27.8,74.63,1.26,28.964,9.957,0
4,15,0.0,23.99,25.62,90.3,2.887,29.009,0.0,4
6,188,245.34,18.3,25.08,79.79,3.07,28.998,10.3954,0
20,299,11.93,21.2,21.21,91.58,4.232,27.902,1.3301,2
13,94,823.69,27.03,52.13,29.74,4.535,20.813,15.0,3
7,150,347.88,20.1,32.37,64.22,2.6,28.747,15.0,2
0,47,0.0,20.11,21.59,99.77,2.504,28.599,0.0454,2
5,34,0.0,26.33,27.23,83.72,2.767,27.847,0.0197,4
15,204,696.19,21.55,41.39,47.84,0.828,28.191,15.0,4
21,281,0.78,18.74,18.01,95.98,1.642,26.932,0.2045,4
0,30,1.77,23.46,23.87,94.35,1.614,26.999,0.5546,2
2,140,1.36,13.72,14.62,98.95,3.4,28.862,0.0,0
1,95,4.69,17.52,17.98,94.65,4.768,27.22,0.0431,2
16,159,549.74,20.18,37.3,53.93,2.117,29.927,12.8087,4
7,132,347.51,23.98,34.21,67.01,1.476,29.959,15.0,2
18,101,235.09,21.6,28.86,78.23,6.2,29.454,9.7721,0
4,204,27.45,13.37,13.56,98.47,1.522,28.45,1.8096,0
16,295,336.85,30.19,41.3,61.2,4.097,28.398,15.0,2
21,330,10.66,25.49,26.22,93.43,1.748,28.038,0.3736,0
12,207,993.11,24.06,56.76,25.9,1.454,32.121,15.0,2
19,151,0.0,14.76,15.43,86.72,6.451,28.874,0.0,2
10,72,629.06,29.1,49.07,42.97,2.8,31.109,15.0,2
7,107,305.91,23.18,32.9,63.41,2.14,26.896,15.0,2
13,222,936.35,24.95,53.13,34.31,1.139,29.803,15.0,4
11,49,636.86,28.75,48.97,28.64,0.731,30.055,15.0,0
21,134,13.58,13.04,13.84,96.58,1.432,29.763,0.3325,4
12,15,568.85,31.3,50.26,39.84,4.567,29.022,15.0,0
5,318,0.87,28.37,27.52,85.81,3.078,20.641,0.5517,3
23,148,7.69,14.25,14.99,100.0,5.369,29.453,0.4894,4
13,156,987.44,25.2,55.88,32.44,5.363,30.993,15.0,2
3,242,1.59,16.94,16.2,94.31,0.945,29.389,0.0,2
6,124,240.24,20.26,27.81,83.74,1.81,29.133,14.1591,2
19,138,31.69,17.22,17.35,86.86,0.23,27.129,2.4556,2
3,237,26.27,12.64,14.47,89.18,1.203,15.68,0.0,3
17,33,207.22,29.14,35.42,67.35,2.688,3.514,13.1519,1
8,245,413.01,23.84,37.34,58.35,1.685,29.299,15.0,0
21,77,0.0,20.17,20.23,91.76,4.873,29.242,0.0,0
5,199,0.0,17.57,17.05,89.26,3.118,30.111,0.9194,2
2,95,0.0,15.74,15.92,94.66,2.206,27.583,0.0,0
8,300,324.41,26.55,36.25,54.5,2.351,28.669,15.0,2
11,92,813.53,26.08,50.53,33.83,3.854,30.548,15.0,4
22,128,0.0,13.85,14.52,97.12,0.698,27.958,0.5036,0
15,68,500.49,25.95,42.82,48.07,1.448,30.594,15.0,2
15,251,588.73,24.54,43.83,53.8,2.992,30.598,15.0,2
22,237,8.67,18.65,18.27,100.0,3.732,27.891,0.0104,2
16,286,347.48,29.07,39.97,59.84,3.639,29.062,13.7697,0
1,13,18.98,25.34,25.82,91.02,1.635,29.453,1.3931,2
3,14,0.0,23.52,23.03,96.38,3.416,3.033,0.0156,1
13,365,507.78,31.19,47.33,40.28,0.711,16.504,15.0,3
11,283,662.82,29.83,50.66,36.77,1.426,16.78,15.0,3
22,43,19.1,22.17,23.25,95.62,3.743,28.244,0.4178,4
6,272,149.17,23.37,29.02,75.42,2.07,29.603,5.1824,0
0,312,31.51,24.94,25.92,95.38,0.668,28.049,2.4268,2
15,71,541.77,29.42,44.95,50.49,3.617,29.624,15.0,2
23,30,0.0,20.34,21.7,93.99,1.744,29.966,0.0,0
14,309,505.07,30.65,46.8,39.3,0.677,29.453,15.0,2
13,264,752.38,24.37,47.63,33.23,3.076,16.1,15.0,3
9,305,411.76,28.05,40.58,48.19,5.799,29.369,15.0,2
9,128,669.35,26.41,48.13,46.93,2.822,29.368,15.0,4
16,12,315.14,31.1,40.72,57.79,3.085,27.751,15.0,2
11,149,963.64,23.24,52.11,32.57,1.057,30.734,15.0,2
13,107,879.81,27.14,55.1,34.15,3.887,32.085,15.0,2
10,183,887.27,20.57,47.89,36.74,2.99,30.142,15.0,2
8,133,537.39,23.58,39.92,54.6,1.132,3.979,15.0,1
1,337,8.35,21.9,21.65,92.59,4.195,28.469,0.0,4
16,264,390.91,24.45,36.87,56.01,2.702,28.993,15.0,2
23,156,4.01,10.45,9.88,93.58,5.1,29.7,0.4758,4
10,360,458.07,32.55,48.17,45.72,1.307,31.675,15.0,2
3,197,0.0,15.05,15.02,90.26,1.404,28.174,0.0,4
13,351,475.53,35.33,50.41,37.87,2.413,29.509,15.0,2
10,253,676.8,26.47,48.64,42.17,1.189,29.121,15.0,2
21,100,3.72,19.65,19.95,93.68,2.339,28.806,0.0,2
6,179,257.04,20.45,28.39,72.4,1.91,27.151,11.7169,0
12,62,697.68,29.8,50.72,32.51,1.815,29.557,15.0,4
20,133,0.0,17.82,18.67,98.61,0.705,30.25,0.0795,0
11,194,1001.44,19.53,49.96,29.33,5.142,32.121,15.0,2
23,214,12.75,14.33,15.58,98.35,2.004,29.388,2.0162,2
10,69,619.39,28.84,48.86,42.0,4.26,19.585,15.0,3
8,42,345.28,31.25,42.26,53.93,2.12,28.503,15.0,2
1,134,0.0,15.87,15.56,93.47,3.165,16.587,0.0,3
3,90,9.42,17.1,16.75,98.46,2.458,30.558,0.0027,2
17,322,191.75,29.46,35.03,69.09,1.22,26.861,12.7551,2
11,94,807.18,23.19,47.32,33.45,2.771,16.727,15.0,3
3,184,0.0,13.93,13.29,95.8,2.77,28.024,0.2651,2
6,36,155.98,28.35,32.81,82.05,1.522,28.493,9.4728,2
2,162,13.52,16.06,15.08,95.84,1.43,30.302,0.2165,0
23,69,0.0,19.72,20.12,99.11,5.737,29.741,0.0031,4
9,49,455.43,31.61,46.2,44.22,0.4,17.496,15.0,3
8,83,413.25,25.69,37.76,58.72,1.845,30.701,9.4242,4
10,20,449.34,32.34,46.92,44.65,2.778,30.958,15.0,2
2,76,10.7,22.59,22.28,95.02,2.702,30.234,0.9894,2
10,11,474.23,29.9,44.19,41.92,0.345,28.799,11.1188,4
12,307,615.63,33.22,52.4,36.15,2.79,28.91,15.0,2
2,1,6.03,24.9,24.94,95.56,1.276,16.149,0.0137,3
8,297,299.21,27.87,38.46,59.26,0.659,29.422,15.0,2
7,254,315.5,21.56,32.19,71.31,4.348,30.337,15.0,2
16,6,282.53,33.67,43.5,56.67,2.187,29.147,15.0,2
17,4,226.82,29.97,37.07,66.33,0.641,29.322,13.0253,2
16,96,442.84,25.42,39.32,55.08,2.443,28.622,15.0,2
11,98,856.72,25.58,51.96,29.88,0.951,31.009,15.0,2
2,42,1.28,22.12,24.45,99.98,5.88,26.479,0.112,2
5,88,2.83,22.34,21.87,89.2,1.731,19.952,0.3195,3
3,304,23.29,22.16,22.9,94.66,1.505,29.962,0.8115,2
2,269,0.0,13.66,12.55,91.72,3.62,28.508,0.3207,2
18,153,271.97,20.04,28.52,73.79,2.507,29.36,7.0912,4
23,20,12.22,23.05,23.24,94.17,4.077,27.097,0.0233,0
9,298,462.96,29.27,43.78,49.64,1.675,28.371,15.0,2
18,10,130.93,29.13,32.13,81.34,4.403,26.729,3.971,4
11,341,507.14,34.32,49.33,42.61,2.394,16.198,15.0,3
11,26,555.03,30.0,48.19,35.83,2.386,31.44,15.0,2
4,83,0.0,18.53,19.81,93.71,2.851,27.998,0.0,2
17,306,240.83,26.77,33.22,71.05,3.761,29.153,13.8866,2
2,110,2.47,17.08,17.53,99.6,1.87,29.182,0.0,0
5,234,6.94,18.41,18.45,86.19,2.223,29.753,0.0,2
9,292,460.27,26.89,41.01,54.13,4.239,30.968,15.0,2
5,228,0.0,19.51,18.87,87.74,2.016,29.131,0.0674,2
9,36,449.08,28.48,42.33,46.37,0.069,30.287,15.0,2
22,197,0.0,15.26,14.77,88.47,2.062,27.671,0.0,2
12,167,1046.73,22.08,53.02,24.36,3.619,30.926,15.0,2
19,365,7.7,27.62,26.59,89.04,2.296,28.836,0.1328,4
14,235,776.2,25.49,50.05,36.83,1.513,31.111,15.0,2
2,57,0.0,21.48,23.32,95.49,0.584,28.801,0.0,0
7,160,361.01,18.88,31.39,61.28,1.39,29.011,15.0,2
3,3,0.0,25.82,25.41,92.88,3.749,29.75,0.3138,0
6,245,193.94,19.9,26.81,73.36,1.353,29.829,11.9853,2
15,213,682.55,22.48,42.33,35.77,1.598,31.05,15.0,2
10,114,779.69,25.97,50.54,38.73,3.284,4.764,15.0,1
4,94,13.05,19.33,19.88,93.92,4.52,28.2,0.0,4
9,115,657.67,23.01,42.58,49.46,2.862,29.604,15.0,2
3,329,4.74,23.0,23.43,96.14,1.98,29.927,1.2886,2
1,137,1.79,14.57,15.24,89.99,6.169,27.653,0.3306,2
11,156,1002.14,23.64,55.48,28.4,3.754,29.355,15.0,2
7,51,237.41,28.37,35.76,67.2,6.908,29.035,13.5979,2
16,46,347.07,25.52,36.23,55.33,2.042,30.409,7.9745,4
1,42,1.45,22.17,21.32,95.53,1.967,27.085,1.1468,2
23,118,24.48,14.67,15.35,97.64,3.306,28.375,0.0809,4
4,274,11.36,21.11,22.66,96.33,0.7,27.674,1.3665,2
1,192,3.03,13.64,14.03,96.76,5.222,28.641,0.0251,4
6,116,201.52,18.52,24.27,83.24,1.534,30.27,12.4771,2
20,223,28.28,18.61,18.77,96.19,1.533,28.672,0.1369,0
11,302,618.52,28.73,48.46,35.76,3.855,29.765,14.1735,4
6,184,269.24,19.48,26.59,77.16,1.749,29.13,15.0,2
14,72,633.8,27.97,47.35,43.37,1.954,29.05,15.0,2
1,293,0.0,23.55,22.94,91.7,1.713,29.455,0.0,4
6,144,222.77,18.6,24.12,77.6,4.651,3.28,12.364,1
17,347,184.53,29.48,36.08,69.27,0.267,20.188,6.6924,3
23,257,29.88,17.58,17.27,97.76,3.85,28.719,1.1747,2
8,76,428.63,27.11,39.94,63.66,2.623,28.616,10.8234,4
21,120,22.4,15.98,16.38,94.39,1.915,28.043,0.9075,2
2,199,1.43,14.13,14.43,96.17,2.03,28.901,0.8862,2
6,278,150.38,24.32,28.93,78.31,1.308,28.63,9.5349,2
18,307,144.59,27.83,31.58,82.08,2.113,29.946,5.464,0
7,333,188.26,28.71,34.58,64.94,3.322,30.207,11.4052,2
6,25,124.59,26.55,31.06,83.98,3.154,16.677,5.9232,3
0,361,6.49,25.22,26.04,99.22,2.042,27.184,0.2189,0
7,191,361.24,20.5,33.18,58.94,1.668,30.75,15.0,2
7,291,237.39,26.58,33.31,67.01,1.83,29.902,5.9288,4
11,230,879.33,27.34,54.57,36.3,3.789,30.529,15.0,4
21,135,7.45,15.77,15.48,89.23,1.221,17.0,0.0238,3
4,183,2.83,14.14,13.55,100.0,1.603,30.104,0.0891,2
11,288,660.64,30.78,51.77,37.4,3.174,29.497,15.0,2
3,202,47.78,15.5,16.18,91.63,2.566,30.539,2.3901,2
17,296,222.18,28.43,34.74,62.23,1.06,29.067,8.8273,0
13,312,568.22,34.91,52.2,33.72,1.072,29.777,15.0,0
18,181,249.61,18.15,25.68,75.09,2.673,5.956,7.4684,1
3,131,0.0,16.68,16.05,96.24,2.985,27.781,0.5225,2
13,17,521.34,37.04,53.93,33.58,1.383,30.163,15.0,2
9,171,722.55,21.94,45.72,42.69,1.86,30.297,15.0,0
16,129,529.12,20.82,35.98,58.45,4.735,30.833,15.0,2
22,53,4.87,20.82,20.34,98.6,2.152,14.937,0.7776,3
11,193,960.46,22.41,52.85,34.08,0.769,30.379,15.0,2
14,309,502.23,33.09,49.67,44.96,3.094,30.397,15.0,2
7,278,279.05,27.21,36.06,71.47,4.165,29.297,6.7383,4
20,272,13.0,20.31,20.34,97.22,5.182,28.206,0.0383,0
14,9,478.59,33.35,48.42,40.93,2.238,28.644,11.4728,4
21,331,2.1,22.65,23.06,90.41,4.365,29.278,0.9888,2
0,362,2.71,24.86,25.19,93.37,1.573,29.915,0.0286,2
2,95,5.68,17.54,17.17,91.54,0.735,28.111,0.0234,4
10,109,760.65,24.94,48.41,42.02,1.829,29.027,15.0,2
0,304,13.52,25.04,26.72,100.0,3.375,28.923,0.0963,2
