hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
7,205,356.29,23.06,34.2,66.09,1.765,402.26
22,29,2.23,24.93,25.87,88.53,2.913,1.89
16,99,470.82,23.68,38.2,51.8,1.597,764.1
3,181,0.0,14.58,14.77,91.1,2.578,9.24
2,20,12.44,24.24,25.41,95.64,1.493,35.75
21,51,15.04,22.51,23.22,96.03,0.772,48.63
5,22,0.0,26.92,27.35,95.9,2.219,8.69
4,130,0.0,16.07,17.08,98.18,1.812,0.0
16,47,330.58,26.91,36.71,57.69,0.944,379.62
6,211,233.68,21.51,29.31,77.48,3.913,410.72
10,29,490.46,31.2,46.33,46.29,4.643,768.76
23,295,9.19,21.25,21.4,100.0,3.189,30.83
8,137,539.56,21.73,39.66,50.42,1.076,617.75
12,359,548.08,35.38,51.15,39.32,1.822,871.64
8,257,447.4,26.63,39.13,61.76,3.371,301.22
9,322,406.27,29.12,40.59,42.98,0.367,248.39
9,298,462.96,29.27,43.78,49.64,1.675,771.27
5,183,0.0,16.15,17.69,89.6,0.926,1.06
13,126,917.57,24.34,52.56,29.02,2.774,996.87
14,160,873.12,20.92,48.46,39.31,3.951,573.92
15,29,398.13,31.81,43.74,47.61,4.76,633.94
1,78,13.24,18.96,18.92,97.67,1.795,0.0
11,283,671.04,31.89,53.5,34.4,1.743,462.25
10,146,865.87,20.49,47.71,38.54,5.517,1440.97
2,134,12.04,14.3,13.92,96.58,4.217,0.0
1,336,30.4,23.09,23.12,93.03,1.843,22.24
20,160,7.84,14.84,15.78,97.41,1.887,5.41
6,328,120.94,27.96,31.34,78.93,4.588,223.91
14,226,833.36,24.99,50.17,33.78,2.617,1301.92
20,312,0.0,24.27,24.27,100.0,1.227,0.83
21,201,10.27,15.0,14.39,93.73,0.922,14.88
4,333,0.0,24.38,22.95,94.84,0.462,6.07
22,52,0.0,20.4,21.28,98.68,3.129,0.77
3,140,4.72,13.95,13.26,93.02,2.695,0.0
10,144,852.13,23.33,49.45,36.35,2.086,1399.2
1,165,0.0,14.51,14.85,97.32,3.592,0.0
21,352,26.8,25.8,26.79,97.68,1.746,9.44
2,130,0.0,12.85,13.33,94.63,4.707,12.02
8,44,327.73,28.01,38.59,62.17,0.676,384.91
8,218,500.51,23.68,39.34,59.53,1.056,860.94
12,138,1020.4,22.18,55.74,31.04,1.661,1639.43
20,52,0.0,23.49,23.56,96.46,3.526,10.97
18,80,166.61,23.68,28.41,76.38,0.737,310.89
21,32,0.56,22.52,22.37,96.96,4.762,0.0
23,205,0.0,12.6,12.37,97.65,3.75,12.16
14,274,622.3,26.85,46.28,36.26,2.477,1040.92
17,73,258.55,27.11,35.42,57.17,3.58,171.39
21,188,0.76,12.46,10.85,90.65,1.574,5.95
16,35,319.66,28.34,37.47,62.1,1.283,519.7
5,104,13.69,19.37,19.41,88.4,1.475,0.0
9,39,447.71,29.41,42.74,55.66,0.994,743.15
5,349,15.67,27.41,26.52,89.6,3.418,18.75
13,193,977.17,22.79,52.61,35.69,4.83,667.14
5,263,15.53,21.28,22.27,86.92,4.715,15.2
7,339,193.71,32.19,39.15,65.73,3.281,347.56
19,174,29.26,19.66,20.19,94.65,3.482,7.68
9,100,625.6,23.61,44.88,44.33,2.952,1039.01
7,309,217.1,24.46,31.79,66.11,1.442,373.37
20,52,15.93,22.66,23.88,97.94,2.517,8.44
2,81,0.0,18.87,19.62,97.05,1.898,3.22
10,88,686.17,28.66,49.02,40.81,0.513,1126.76
2,48,10.05,20.82,21.07,88.67,2.619,3.38
1,110,0.0,15.67,15.96,94.62,3.418,0.0
23,42,0.22,20.72,19.72,96.29,1.483,15.24
16,187,531.56,20.52,37.41,56.89,1.297,642.82
3,324,0.0,24.55,26.09,96.34,1.031,12.24
13,348,501.93,32.53,48.74,38.02,2.178,368.27
2,229,0.02,13.33,14.12,95.76,3.836,11.3
9,250,556.4,25.94,45.65,47.32,3.385,409.54
16,179,548.92,18.42,34.25,52.97,3.882,667.59
15,242,608.13,25.56,45.29,45.87,5.358,436.85
10,114,779.69,25.97,50.54,38.73,3.284,129.39
15,117,653.19,23.63,44.68,41.01,2.277,467.46
12,153,1035.05,23.38,55.69,37.22,3.073,1644.63
13,223,917.57,25.57,54.65,29.92,4.138,617.2
3,248,7.26,16.3,16.64,93.71,4.272,0.0
2,362,1.39,23.75,23.39,94.83,0.823,0.58
9,360,351.18,31.29,43.79,49.55,2.594,578.66
9,175,710.33,20.45,43.88,42.77,5.898,470.09
12,198,1002.46,22.44,53.16,32.92,2.611,1098.85
9,124,650.03,25.34,45.72,44.86,3.445,1117.34
7,266,275.84,25.86,34.61,63.8,0.783,471.17
0,77,15.0,21.8,23.12,95.07,1.375,23.79
20,212,17.24,18.76,17.73,89.88,1.893,6.96
14,72,633.8,27.97,47.35,43.37,1.954,1047.08
6,46,191.02,23.69,29.81,77.56,1.123,121.44
21,248,0.0,17.19,18.49,91.38,0.751,3.09
1,233,4.5,16.45,17.31,91.17,3.752,26.12
21,359,9.96,26.42,25.9,99.46,3.464,9.08
1,309,0.0,23.56,22.4,94.55,3.076,0.0
18,336,108.8,26.41,30.05,81.48,4.221,181.71
6,240,207.83,21.24,26.88,77.81,4.692,128.22
16,69,399.75,25.38,37.3,54.96,0.681,271.12
20,180,33.92,15.23,16.18,95.26,1.546,66.95
16,325,314.89,29.78,39.04,56.57,2.035,539.22
21,164,0.0,14.0,13.75,91.16,4.475,12.28
22,86,1.81,19.26,18.49,98.67,3.413,16.32
7,14,199.0,31.37,36.33,72.31,2.529,141.4
13,52,615.68,28.59,48.52,37.94,2.396,404.06
13,23,545.1,32.06,48.66,36.97,4.893,380.95
9,9,368.74,32.82,44.21,48.39,3.642,288.09
15,337,339.18,30.69,41.44,50.01,2.543,240.47
0,62,8.39,20.52,19.72,94.14,2.887,3.19
15,38,401.48,26.66,39.5,48.93,3.527,79.69
15,342,382.52,29.88,41.9,51.98,0.901,238.21
3,340,0.0,23.49,24.88,99.74,3.898,5.22
1,13,18.98,25.34,25.82,91.02,1.635,50.91
8,67,393.2,29.1,41.49,57.1,1.304,258.78
5,196,0.0,19.09,20.44,87.64,1.412,0.0
16,343,286.35,30.24,39.59,54.67,2.952,502.81
11,143,985.81,23.44,54.42,31.18,4.462,1051.21
17,163,368.29,20.26,33.44,64.89,2.6,662.05
15,134,670.59,21.97,43.06,47.79,3.342,1104.42
3,322,1.99,23.81,22.87,92.44,3.435,0.0
17,68,242.38,26.29,34.39,67.79,2.572,158.51
10,292,542.35,29.94,48.24,40.19,0.457,386.24
4,14,0.0,26.34,27.13,95.1,3.992,0.0
8,282,346.97,26.17,39.3,55.43,4.457,580.05
11,172,1009.86,21.81,53.83,31.84,3.221,1623.44
6,179,257.04,20.45,28.39,72.4,1.91,333.39
11,304,604.33,33.41,52.53,39.08,0.766,663.18
12,218,955.99,25.52,55.76,31.81,1.646,1544.22
2,199,15.74,14.52,14.97,98.72,5.394,0.0
21,102,22.28,18.61,18.99,94.28,2.53,50.96
5,58,0.0,27.89,27.46,89.23,1.575,4.35
14,348,443.64,32.42,45.62,38.75,1.379,325.18
14,222,803.58,26.67,50.94,40.97,1.648,547.34
10,14,448.26,30.87,45.02,43.86,3.629,291.82
0,316,16.09,23.9,24.62,90.92,3.212,20.13
10,365,451.96,34.75,50.01,40.39,3.318,700.14
21,29,2.44,24.77,25.6,92.34,1.858,0.0
10,119,800.69,26.37,52.58,41.73,2.8,1281.48
15,272,538.76,26.45,42.41,55.88,3.312,353.9
1,235,17.24,18.58,19.37,94.36,3.792,0.0
18,253,172.36,22.88,28.05,79.66,2.851,293.26
2,251,57.97,15.95,17.12,93.39,3.167,45.57
2,257,0.0,19.38,20.32,99.15,0.391,0.0
2,161,1.09,14.12,12.86,95.6,2.724,5.07
16,311,305.41,30.06,39.16,57.19,1.552,220.24
14,349,428.3,35.08,49.27,40.87,3.697,484.3
17,221,334.11,18.9,29.0,65.14,3.305,576.89
1,244,21.21,18.57,16.73,94.76,5.226,4.79
1,21,5.95,24.33,23.1,89.92,1.145,6.86
3,211,8.81,15.09,15.69,100.0,1.564,24.06
8,322,284.89,30.54,38.74,56.62,2.078,451.09
15,92,605.96,28.35,47.48,46.76,2.26,429.83
17,109,341.87,23.21,34.0,66.7,0.914,578.1
21,35,0.0,23.37,24.3,92.39,1.545,0.0
11,184,991.52,22.09,52.68,30.82,1.763,156.99
11,144,985.59,26.81,58.15,27.34,0.8,653.18
22,223,0.0,15.16,16.55,98.1,3.496,0.0
8,329,295.48,29.71,39.4,60.51,5.63,507.06
15,144,732.71,22.62,43.78,41.7,2.353,1229.09
6,39,108.02,25.19,28.34,81.16,2.548,96.6
1,356,15.25,24.25,26.33,96.74,2.258,0.0
16,347,256.91,28.79,35.73,56.86,0.565,333.96
14,262,684.39,27.13,49.1,42.24,1.191,1107.41
20,4,12.24,26.66,27.28,93.66,4.538,0.0
8,306,308.7,29.8,39.93,57.94,1.93,234.02
8,120,518.54,22.69,38.34,53.42,2.095,873.93
0,46,14.72,20.28,21.53,96.06,6.798,12.96
11,242,863.07,26.2,52.08,38.46,1.267,137.07
10,152,880.29,22.24,49.43,33.93,4.706,962.2
20,248,0.0,18.86,18.2,95.59,2.393,4.11
6,360,97.39,28.32,32.02,80.32,5.796,202.5
22,144,10.61,15.57,16.23,93.27,0.982,9.6
22,223,32.31,15.27,15.18,94.09,3.442,12.4
18,27,164.34,29.32,35.41,77.04,0.474,282.01
7,67,258.06,23.19,31.98,68.19,2.94,324.86
1,342,0.0,22.61,23.39,96.22,4.28,0.0
13,260,762.96,24.32,50.74,34.42,1.983,535.28
9,130,670.21,22.95,42.69,50.32,0.259,783.39
14,135,875.22,22.44,48.46,38.08,1.932,591.46
2,43,17.36,22.02,22.09,90.43,1.476,32.12
3,6,8.58,23.35,23.03,91.83,3.002,10.99
1,356,6.22,25.98,25.75,91.94,3.629,0.0
8,339,270.09,28.6,37.87,57.45,2.952,39.16
5,282,0.0,24.96,23.99,85.02,2.304,9.39
15,262,520.65,25.41,43.41,45.42,2.413,587.76
16,298,339.06,26.76,37.46,56.31,2.651,599.16
23,7,6.65,19.31,18.67,91.92,2.597,27.43
7,244,291.97,24.35,33.15,68.26,0.827,342.6
14,31,509.64,33.27,48.67,42.0,2.479,809.32
22,263,6.08,14.54,14.45,97.18,2.592,0.0
5,69,16.26,23.87,24.41,85.94,3.377,5.03
8,69,369.35,24.4,35.2,54.55,6.177,241.11
21,160,19.11,14.55,14.18,99.73,3.567,0.0
23,60,0.0,20.37,20.14,97.77,2.265,10.33
2,20,0.0,24.32,24.85,87.72,2.236,10.43
17,52,233.63,25.68,31.91,69.02,3.735,179.97
20,202,0.0,17.3,18.63,96.69,2.684,2.09
0,240,0.0,18.57,18.3,95.53,3.519,6.23
12,290,696.35,29.91,52.29,30.4,2.216,1082.56
1,173,0.0,12.79,12.63,96.6,2.62,0.0
12,203,993.8,22.31,53.89,33.17,2.566,638.59
17,201,351.31,20.08,30.9,64.07,4.154,281.37
11,223,947.11,26.66,56.06,36.3,7.614,590.68
16,265,418.34,26.43,39.91,53.96,3.087,715.09
1,180,1.54,12.89,12.11,94.07,1.977,4.92
23,166,37.95,13.52,14.71,93.76,5.191,33.09
5,195,19.08,21.04,21.94,88.46,2.414,6.82
21,233,0.0,16.91,16.4,91.67,2.457,0.0
18,166,252.52,16.02,23.85,79.02,1.509,476.54
22,258,0.0,19.56,18.25,92.3,5.363,14.82
10,214,837.84,22.16,48.84,38.65,2.887,1352.71
22,265,0.0,22.13,22.6,93.84,0.13,13.43
14,351,470.49,31.61,46.01,39.86,2.717,325.86
19,202,9.69,18.79,19.68,89.17,1.283,4.81
16,358,267.61,30.47,39.47,55.7,2.12,462.33
16,157,525.12,20.45,36.23,52.41,3.098,632.91
8,228,532.86,20.74,37.24,55.43,3.748,875.11
12,101,876.91,24.84,51.58,32.33,1.782,1425.64
21,282,4.22,22.04,22.52,100.0,1.826,22.64
4,128,14.96,14.19,13.55,94.75,5.956,16.0
22,365,16.59,23.89,26.23,94.67,0.645,11.2
2,214,0.0,17.19,18.29,95.1,3.426,0.0
4,151,27.82,14.01,14.04,91.15,2.591,0.0
22,232,0.58,18.39,18.02,95.75,1.978,0.0
22,337,9.66,24.14,24.95,91.9,3.516,23.17
17,322,204.03,29.27,35.86,65.27,1.057,279.25
16,2,256.91,31.64,38.84,61.14,2.989,175.25
21,327,18.91,23.74,23.98,96.48,4.422,18.77
19,347,12.83,23.2,22.9,85.28,0.828,9.52
7,78,289.3,22.64,31.48,67.88,3.916,250.32
16,114,468.02,22.85,38.4,57.08,0.281,555.66
12,71,733.77,30.95,53.61,30.63,0.432,487.42
16,18,314.73,30.11,40.22,60.42,0.98,349.77
16,213,520.23,21.82,37.35,57.37,4.661,873.15
14,353,444.68,35.48,49.62,42.07,2.536,730.88
23,185,0.0,12.12,12.42,97.14,2.501,5.92
1,181,0.0,13.48,14.06,93.75,3.782,0.0
7,35,208.8,30.96,36.86,63.28,2.389,360.64
19,336,5.72,21.58,22.41,88.43,1.047,6.74
4,81,2.11,20.65,19.85,98.29,0.847,17.7
1,192,3.03,13.64,14.03,96.76,5.222,17.78
12,77,766.91,28.38,51.84,35.33,4.632,509.01
21,316,3.93,22.93,22.89,97.53,2.165,4.13
20,159,0.0,17.13,17.84,96.12,3.074,2.17
1,114,9.36,15.11,15.51,97.41,0.646,27.62
21,365,3.1,25.95,26.56,92.74,2.328,0.0
2,32,0.0,22.75,23.07,97.38,4.625,15.41
19,306,31.19,24.19,25.19,86.6,1.791,15.65
20,22,0.0,26.04,25.34,91.41,4.13,0.0
9,136,675.91,23.23,44.2,43.08,2.698,1140.84
15,356,346.96,31.31,41.12,51.39,1.356,258.92
22,42,43.75,21.29,23.32,90.97,0.406,95.21
12,85,801.42,27.29,52.53,29.95,2.493,892.29
22,270,0.0,18.72,17.94,93.7,1.246,0.0
9,261,557.64,27.66,44.2,42.02,3.797,911.13
14,307,514.36,31.25,48.15,42.76,2.578,860.9
12,168,1016.32,23.83,56.45,26.38,3.482,1598.74
21,332,0.0,26.37,27.47,93.74,3.303,6.85
2,80,21.98,20.29,21.62,94.58,1.928,11.0
2,162,13.52,16.06,15.08,95.84,1.43,3.03
16,54,318.36,25.83,36.66,57.43,1.317,563.45
17,334,199.97,31.02,37.01,64.86,0.471,146.23
12,177,1045.71,23.13,56.21,27.68,2.332,692.1
15,331,368.43,32.11,44.79,50.26,5.61,613.61
8,40,334.47,29.58,40.51,55.84,2.833,50.75
6,356,123.2,26.16,30.33,77.15,2.366,235.73
21,153,0.0,12.88,13.43,98.27,2.595,0.0
0,170,4.67,14.25,12.89,95.71,2.125,25.83
15,155,722.09,21.86,45.95,38.85,4.287,501.67
5,228,0.0,19.51,18.87,87.74,2.016,5.95
8,12,305.47,32.27,41.84,54.88,1.155,342.3
11,334,550.23,31.63,49.05,36.59,1.454,91.36
17,134,351.35,21.88,32.46,64.58,1.537,431.92
7,150,347.88,20.1,32.37,64.22,2.6,639.57
13,84,772.86,27.63,50.68,40.43,2.163,1253.24
7,120,345.12,23.11,33.97,64.88,2.958,48.82
18,322,122.88,25.05,28.17,82.31,3.173,205.48
11,125,957.32,25.79,55.23,30.63,1.234,147.04
22,20,0.0,25.18,24.3,94.96,3.457,25.91
22,241,0.0,17.81,18.47,91.68,4.679,0.0
16,57,370.25,26.7,38.52,60.6,2.274,265.36
15,268,514.5,23.83,39.05,52.3,3.896,868.31
23,165,5.02,14.67,13.48,95.63,2.042,19.16
0,346,0.0,24.79,26.14,93.86,2.774,2.86
12,293,650.52,31.23,51.39,33.51,4.664,471.98
13,120,901.31,25.96,53.88,29.47,2.938,564.38
2,251,14.84,17.06,17.1,100.0,0.991,8.91
3,361,9.1,23.28,23.52,89.05,2.144,28.3
22,338,3.01,23.63,25.02,100.0,3.863,6.65
10,46,573.82,32.47,50.35,35.47,3.837,909.28
11,213,922.08,24.24,53.28,31.94,1.201,1003.6
7,234,323.73,22.56,33.08,63.6,1.76,564.22
9,357,351.21,30.84,42.49,41.18,3.377,239.58
3,110,4.23,15.28,16.0,92.27,3.558,0.0
11,80,756.29,27.07,51.6,36.5,2.507,1218.95
3,82,17.6,22.15,22.29,92.61,2.343,0.0
23,155,0.0,9.12,8.78,94.92,4.217,11.43
15,220,659.87,23.23,45.71,41.79,3.477,456.42
5,186,4.63,16.93,16.83,90.41,2.532,8.88
2,82,2.6,18.89,19.12,99.44,2.631,6.83
17,62,243.59,26.78,35.65,73.32,0.669,461.4
6,173,262.0,16.23,24.56,75.16,0.324,311.89
6,132,243.17,18.81,26.07,72.92,1.385,312.16
10,143,902.74,22.04,49.15,38.38,2.022,1407.12
0,183,5.78,13.42,13.29,93.35,3.209,6.21
10,236,764.81,27.19,52.28,36.22,2.832,497.48
2,174,6.66,13.65,13.24,97.32,2.621,15.92
6,230,206.95,19.79,27.76,78.33,3.253,229.57
20,365,23.44,25.6,27.0,94.66,3.249,41.18
6,24,133.89,26.21,28.78,75.88,1.887,197.09
12,354,515.62,31.09,49.08,42.04,1.695,848.38
12,51,661.79,33.15,54.15,29.03,0.805,719.18
9,53,473.39,27.72,42.84,49.56,0.1,781.77
8,311,262.41,31.05,40.88,58.06,5.299,483.04
20,68,0.0,21.02,21.85,99.06,1.82,0.25
10,67,614.16,28.07,48.11,43.29,2.025,423.87
9,157,718.28,20.7,44.01,52.57,0.986,492.13
18,250,186.68,21.82,28.77,72.18,1.706,237.9
5,10,0.0,24.72,25.04,90.83,3.727,0.01
0,128,18.11,14.83,14.7,93.19,2.841,2.01
15,360,368.56,31.52,43.11,48.49,1.719,273.16
14,198,898.97,22.54,50.13,39.34,2.802,1424.31
14,285,617.47,30.06,47.89,36.59,4.456,415.24
21,92,7.11,20.21,19.61,91.8,0.616,13.47
17,258,256.89,23.09,31.09,64.19,0.452,193.8
15,3,398.01,31.62,42.22,46.28,2.487,648.85
18,255,210.17,22.73,28.8,75.9,2.743,155.64
14,84,688.16,28.84,51.06,43.17,2.023,106.71
7,60,216.17,29.77,37.56,65.01,1.237,172.23
5,295,20.95,28.13,28.47,92.12,1.617,34.41
5,215,0.0,20.8,20.76,86.28,4.464,4.5
7,139,341.68,18.89,29.68,68.52,0.151,602.24
2,254,0.0,18.47,18.04,90.99,3.552,0.0
8,95,410.29,25.2,38.3,54.33,3.976,714.52
11,114,871.72,25.06,52.36,37.24,0.949,618.01
10,331,465.07,31.55,45.66,42.96,4.74,756.99
13,46,608.81,31.01,50.6,37.16,4.545,418.05
15,235,620.0,23.52,42.71,46.54,1.595,466.07
18,38,124.61,26.57,31.0,77.37,0.899,29.46
8,41,315.11,27.21,37.82,61.99,0.89,556.17
4,85,3.63,18.92,19.37,97.77,2.665,0.03
14,5,469.59,33.17,47.92,40.34,1.868,776.09
23,163,0.0,11.62,11.52,95.04,6.865,18.13
5,252,21.06,21.03,21.82,88.42,2.297,38.62
14,186,909.27,23.0,50.5,36.59,1.554,991.55
7,290,245.92,26.56,34.5,68.65,2.352,281.49
3,114,13.62,16.45,15.74,95.72,1.003,1.97
5,160,0.0,21.38,22.22,86.6,2.189,13.86
0,362,2.71,24.86,25.19,93.37,1.573,5.86
2,23,25.98,21.67,21.44,92.77,6.037,10.5
12,242,898.11,26.23,53.99,30.28,1.846,961.2
10,345,457.94,31.05,46.84,52.89,3.585,723.52
11,197,1012.08,23.3,55.12,33.23,1.478,663.72
9,27,380.93,29.9,41.16,48.59,5.404,656.67
8,341,261.69,30.52,38.38,61.18,1.709,298.62
16,96,427.43,26.88,39.31,53.31,2.115,721.5
10,222,826.31,25.42,51.11,36.56,2.2,1311.57
11,91,783.65,24.41,47.69,36.48,1.331,1281.67
7,293,199.73,27.47,35.31,62.82,0.383,262.96
21,320,5.99,20.98,22.52,96.0,0.729,6.19
12,40,631.82,27.99,48.22,36.26,0.385,1045.12
17,47,254.89,25.66,34.03,67.22,2.682,321.6
13,11,511.57,30.64,46.67,41.37,0.409,584.63
10,350,429.26,32.75,45.45,42.1,5.237,683.62
0,293,1.52,22.32,23.49,94.76,4.474,0.0
15,150,718.23,21.02,42.43,48.74,3.147,529.41
2,181,2.68,13.22,14.53,93.62,1.301,7.16
1,43,12.92,20.2,19.59,100.0,3.977,3.44
22,6,6.61,23.64,22.67,98.08,4.249,29.86
10,351,445.68,33.99,46.74,45.54,2.178,306.8
17,22,232.13,28.9,36.37,68.39,3.001,293.5
10,206,867.48,21.16,49.62,35.43,0.706,1415.15
6,349,93.57,27.57,31.52,78.35,3.125,206.38
6,238,230.83,21.91,28.8,77.51,2.054,373.65
17,354,170.8,30.6,35.93,73.18,2.183,307.72
17,17,211.22,29.61,37.89,66.77,2.805,136.37
23,267,11.32,15.68,15.43,87.92,2.538,40.73
17,105,334.55,25.0,35.31,68.73,1.674,564.03
13,262,732.72,25.64,47.78,40.51,2.858,1223.39
17,223,325.02,20.0,31.39,67.36,4.388,224.3
16,70,406.46,25.67,38.68,54.94,1.466,471.72
20,88,0.0,19.61,19.66,92.54,3.6,13.56
18,239,224.96,21.62,27.55,78.71,1.944,261.35
20,311,0.51,22.66,23.16,92.25,4.405,5.08
0,101,16.16,18.14,18.17,94.06,1.304,9.4
13,178,1038.08,24.04,56.33,33.15,1.572,675.4
9,240,647.42,27.85,48.42,44.31,0.957,446.58
9,250,573.34,25.74,43.42,53.04,3.418,974.44
19,132,5.84,18.48,19.07,88.24,2.008,0.0
4,36,8.93,23.77,24.19,100.0,3.667,18.94
23,286,13.5,18.84,19.21,100.0,1.465,28.74
7,269,284.88,24.34,32.35,64.09,1.343,189.45
21,5,2.29,23.25,23.95,97.22,1.831,3.1
3,324,0.0,25.37,25.07,97.37,2.725,15.37
22,94,22.65,17.59,17.41,93.0,3.432,8.79
5,114,0.0,20.24,20.31,83.91,3.488,20.21
3,131,0.0,12.77,13.05,95.26,2.071,6.19
17,312,232.64,28.81,34.92,68.05,2.786,385.31
19,339,0.0,28.72,29.06,88.02,2.941,0.0
10,360,458.07,32.55,48.17,45.72,1.307,734.02
12,235,874.63,24.98,52.29,33.0,3.799,1413.56
19,5,12.81,26.45,26.73,93.14,1.159,39.21
10,346,445.27,28.47,41.94,39.81,1.077,526.25
23,10,0.0,19.53,20.74,98.51,1.393,5.49
19,187,0.0,17.17,18.46,91.29,2.18,0.0
8,218,498.16,22.73,38.04,51.37,3.896,372.51
22,256,11.52,16.12,17.78,92.12,6.508,0.0
21,324,0.0,22.19,21.9,95.48,0.481,0.0
4,31,22.47,22.43,22.6,96.28,1.549,3.19
11,160,1016.66,25.4,58.3,35.3,2.641,636.12
16,59,337.51,27.66,38.11,54.24,0.65,242.72
0,341,0.4,24.33,24.11,97.37,1.065,0.0
8,33,292.33,30.11,40.55,60.7,1.79,183.65
15,364,372.98,31.26,43.63,50.69,3.487,576.34
10,321,471.17,30.34,44.89,42.05,3.486,762.16
21,24,1.11,24.54,24.28,95.85,3.46,23.66
22,128,0.0,13.85,14.52,97.12,0.698,14.94
12,45,634.08,27.78,47.33,33.63,0.969,743.26
11,80,758.76,31.44,54.35,38.11,1.681,1213.29
4,264,0.0,19.09,19.2,98.62,4.325,4.18
21,174,31.0,13.91,15.65,99.07,2.291,43.37
12,117,961.84,27.3,57.69,29.32,1.622,613.13
0,287,28.5,17.79,18.66,93.85,3.42,60.41
13,343,476.83,34.73,49.17,41.72,2.788,770.71
15,112,633.82,22.08,42.57,45.01,0.942,459.75
12,68,725.36,29.14,52.52,37.15,4.001,501.41
21,50,0.15,23.7,22.63,91.66,2.86,30.93
15,111,656.7,24.0,44.16,47.42,2.149,1081.09
1,186,0.0,12.54,13.57,94.91,0.756,5.92
18,15,133.11,25.57,30.51,69.96,3.294,230.31
19,209,7.76,18.31,18.92,87.91,2.345,0.0
20,46,0.0,23.33,23.33,98.97,2.849,0.0
3,117,0.0,17.86,17.95,97.34,1.533,5.19
11,44,612.76,33.83,51.86,39.81,4.244,1010.38
5,281,7.32,24.23,23.93,88.6,4.139,0.0
1,327,1.77,27.57,28.05,91.42,3.786,9.5
0,362,5.02,23.12,24.03,93.67,1.668,1.28
2,211,3.45,13.73,13.86,93.98,3.161,0.0
19,217,0.0,16.83,15.79,88.5,0.098,0.0
15,68,490.69,26.56,41.96,42.02,2.874,585.59
7,208,346.76,22.04,32.54,69.6,2.69,641.77
7,339,190.61,31.34,37.16,68.12,3.103,141.73
13,10,517.93,31.91,48.69,41.22,3.596,354.9
19,167,26.61,17.45,18.47,86.47,3.231,6.24
10,282,608.59,27.25,45.84,41.82,4.733,425.77
7,334,199.42,30.06,36.26,67.89,0.424,340.21
2,267,0.0,17.88,18.41,90.23,2.724,16.4
7,222,298.24,21.6,29.68,62.67,2.355,532.2
18,242,218.63,21.63,27.8,77.19,5.509,270.68
2,269,0.0,13.66,12.55,91.72,3.62,9.9
23,326,5.37,21.21,21.8,100.0,5.308,0.0
8,39,312.14,28.81,38.39,64.03,3.337,70.18
9,279,510.06,28.32,44.87,49.72,0.625,584.92
12,201,1016.44,21.83,54.11,26.01,0.06,673.18
1,286,0.0,21.46,21.56,89.66,1.015,9.08
18,285,150.89,26.68,31.13,77.19,2.463,277.78
4,215,0.0,17.45,16.78,94.03,3.695,0.0
10,302,523.61,31.16,48.8,41.95,1.087,839.46
3,348,31.49,26.92,29.07,100.0,1.903,75.13
21,331,2.1,22.65,23.06,90.41,4.365,9.96
11,248,824.66,23.59,49.48,30.55,2.459,1323.9
20,322,0.11,23.67,22.37,100.0,3.286,0.0
16,219,507.22,21.49,35.65,53.72,3.169,324.67
21,294,6.45,20.53,21.46,90.78,0.451,7.27
5,354,0.0,25.73,24.34,87.42,0.553,0.0
23,82,0.0,17.86,18.78,95.69,3.208,8.06
23,259,0.0,16.83,16.44,95.12,2.983,34.78
11,41,610.29,31.78,51.0,34.89,3.632,411.8
12,73,785.98,29.1,52.05,32.7,1.652,835.66
2,199,1.43,14.13,14.43,96.17,2.03,26.37
9,257,536.41,25.68,41.73,47.28,3.524,910.22
0,158,3.48,11.71,12.24,94.15,2.424,1.95
4,25,14.59,24.38,23.5,96.39,1.804,13.55
13,316,543.87,30.42,47.2,38.1,2.641,356.39
11,169,1000.2,23.06,54.11,32.13,0.944,1604.79
5,224,5.54,19.89,18.94,90.53,2.938,0.0
22,229,0.0,13.84,14.48,95.94,1.323,7.22
14,201,847.71,22.12,49.85,35.45,2.707,1386.72
4,33,7.68,22.04,23.37,99.01,4.576,0.0
0,132,1.07,15.8,17.36,92.87,5.127,7.79
11,160,1003.36,25.83,56.44,30.17,4.022,1574.04
16,354,261.77,30.64,38.33,54.76,0.77,19.1
17,241,338.75,21.93,32.05,64.85,4.067,576.23
3,155,7.43,14.68,16.24,98.16,3.847,0.58
3,166,14.3,13.69,14.35,95.17,1.269,1.88
3,85,27.2,18.94,20.28,96.08,1.186,26.04
9,310,413.59,28.09,42.36,51.73,2.35,494.78
4,306,47.81,23.81,24.65,99.65,4.203,37.25
9,13,373.43,33.06,43.24,50.63,1.352,56.29
13,93,800.42,23.35,48.68,31.87,2.734,554.83
17,168,379.97,17.07,29.18,66.75,1.96,658.26
13,142,946.5,21.1,50.94,34.98,3.997,669.39
16,57,349.79,29.73,41.09,53.89,1.344,234.33
6,252,180.2,20.69,27.3,78.39,3.122,313.31
16,239,487.5,24.68,40.36,51.7,4.649,829.14
3,270,13.88,20.39,19.86,89.48,4.115,20.94
15,177,716.9,24.11,45.76,40.02,1.33,494.28
14,210,836.18,23.93,49.48,32.5,1.826,1369.22
10,94,711.04,26.66,49.31,36.27,3.097,473.85
14,259,685.52,26.75,48.6,38.66,3.512,1119.14
5,41,16.43,25.98,26.13,88.01,2.22,2.42
19,50,26.68,24.36,25.17,88.77,2.512,6.24
