hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
12,333,559.42,32.23,50.28,36.33,1.785,3.479,15.0,107.2,inverter_failure
10,282,596.43,29.85,48.54,43.18,2.404,30.32,15.0,995.94,normal
12,228,948.44,24.85,55.03,30.91,1.303,30.583,15.0,630.78,partial_shading
6,336,136.13,29.76,34.19,78.95,1.229,18.461,5.0763,97.84,panel_failure
22,38,0.0,20.24,19.81,95.45,3.751,28.953,0.34,12.64,normal
8,279,380.74,25.38,38.36,58.69,2.829,4.491,12.2728,53.34,inverter_failure
20,144,1.87,16.69,16.71,93.67,1.264,26.26,0.1723,14.11,normal
9,159,726.49,22.42,44.42,41.03,2.57,31.348,15.0,1191.91,normal
10,286,550.64,28.02,44.44,43.99,2.903,30.934,15.0,919.15,normal
14,100,753.2,27.79,52.71,42.91,2.001,30.067,15.0,1197.43,normal
6,323,151.5,30.51,34.33,74.69,0.688,29.424,5.9216,168.54,dirty_panels
5,183,0.0,16.15,17.69,89.6,0.926,28.475,0.1923,1.06,partial_shading
9,128,671.91,25.29,46.71,43.76,0.879,28.548,15.0,1106.52,normal
19,120,16.28,15.3,15.76,91.54,4.946,20.164,1.2513,15.04,panel_failure
3,154,0.0,15.85,15.98,95.74,0.916,29.55,0.0052,3.09,normal
10,345,457.94,31.05,46.84,52.89,3.585,30.645,15.0,723.52,normal
16,38,313.64,30.56,39.19,56.67,2.897,29.173,15.0,557.87,normal
16,186,495.54,19.44,35.72,59.38,5.071,30.958,15.0,908.75,normal
10,305,534.98,30.6,47.03,46.61,3.891,28.494,15.0,904.46,normal
1,173,0.0,12.79,12.63,96.6,2.62,28.555,0.0,0.0,normal
0,207,0.0,14.56,14.67,95.11,3.32,29.54,0.0,0.0,normal
11,128,928.98,26.96,55.56,32.65,0.884,30.017,15.0,970.8,dirty_panels
19,50,26.68,24.36,25.17,88.77,2.512,29.754,0.5086,6.24,partial_shading
0,234,0.0,19.75,19.74,98.4,0.961,29.104,0.2818,5.55,partial_shading
21,336,4.34,23.57,22.58,92.38,3.478,29.01,0.2996,3.35,normal
16,190,539.46,23.22,40.44,53.89,0.982,29.164,15.0,615.31,dirty_panels
0,158,3.48,11.71,12.24,94.15,2.424,29.204,0.0317,1.95,normal
8,48,314.11,27.98,37.4,52.61,1.665,31.361,15.0,527.85,normal
5,345,0.0,26.13,27.78,91.52,1.548,28.991,0.6942,25.54,normal
22,318,0.0,24.61,25.61,98.19,1.22,29.356,0.7048,30.54,normal
13,330,490.4,32.69,49.28,36.63,4.813,30.525,15.0,810.75,normal
7,132,349.83,17.61,29.12,68.81,4.649,28.352,9.7729,287.94,partial_shading
6,229,230.1,18.59,25.7,71.85,3.161,29.121,14.0785,412.83,normal
13,158,1014.27,21.48,54.21,30.96,4.122,30.677,15.0,1629.32,normal
0,86,15.58,19.95,21.64,94.37,0.728,26.708,1.2785,17.34,normal
6,76,165.81,24.95,30.99,77.65,2.488,29.937,10.5933,305.5,normal
3,141,10.49,14.24,13.82,95.25,1.499,27.868,0.0143,16.28,normal
14,202,857.88,22.24,49.35,36.43,2.445,31.217,15.0,1415.64,normal
16,45,350.45,29.7,41.16,56.04,2.89,28.748,14.1102,421.89,dirty_panels
11,257,790.73,25.62,51.3,33.84,0.93,32.445,15.0,1317.67,normal
3,168,8.91,14.7,14.86,98.99,0.986,28.535,0.485,24.36,normal
8,322,284.89,30.54,38.74,56.62,2.078,31.274,14.376,451.09,normal
20,102,0.0,18.46,19.65,100.0,1.984,28.627,0.0514,4.62,normal
4,19,34.47,23.97,24.07,92.66,1.711,28.805,0.8213,17.47,partial_shading
3,114,13.62,16.45,15.74,95.72,1.003,30.367,0.0,1.97,normal
2,356,1.08,24.74,23.75,96.71,1.395,27.882,0.0,6.16,partial_shading
19,118,8.5,17.01,16.74,87.97,1.189,28.878,0.8646,30.65,partial_shading
2,257,0.0,19.38,20.32,99.15,0.391,15.356,0.0,0.0,panel_failure
13,308,558.23,32.87,51.42,39.39,1.459,30.329,15.0,890.15,normal
23,104,39.32,15.84,16.5,94.04,5.937,28.889,1.5335,31.25,normal
15,235,644.25,25.26,45.54,49.81,4.784,29.98,15.0,469.7,partial_shading
9,75,529.22,27.02,43.32,44.38,1.603,30.69,15.0,865.96,normal
4,133,17.99,16.42,15.53,93.3,3.236,28.977,0.1886,9.95,normal
0,109,41.94,16.76,19.38,96.23,3.109,29.828,1.3459,29.64,dirty_panels
3,246,0.0,15.82,16.85,97.4,1.87,29.192,0.0167,12.18,normal
22,320,21.17,23.63,24.55,95.65,5.439,29.492,1.0987,25.86,partial_shading
3,93,33.11,15.5,15.28,94.42,6.551,29.96,0.4516,26.14,normal
0,107,0.0,17.24,17.07,94.25,1.295,28.49,0.0478,0.0,dirty_panels
19,300,0.0,24.38,23.86,92.45,2.932,29.906,0.2754,12.52,partial_shading
10,169,904.77,21.74,50.35,36.71,2.379,30.47,15.0,1472.0,normal
8,188,548.08,21.19,39.02,51.43,3.72,28.526,15.0,954.1,normal
17,258,256.89,23.09,31.09,64.19,0.452,16.704,11.0246,193.8,panel_failure
12,51,659.93,31.22,50.97,39.53,2.729,29.412,15.0,748.29,dirty_panels
21,319,0.0,23.58,25.18,92.84,1.722,5.711,0.9028,0.0,inverter_failure
11,134,945.6,22.96,52.52,32.9,3.219,30.395,15.0,1494.31,normal
17,241,323.04,24.74,35.18,70.15,1.823,29.574,15.0,547.35,normal
21,158,8.44,14.85,14.53,96.63,3.905,29.814,0.025,0.0,normal
11,275,699.64,29.8,50.45,33.44,0.958,31.683,15.0,474.87,partial_shading
6,224,208.47,22.33,28.74,73.85,1.898,29.507,12.3152,356.71,normal
23,64,0.0,20.83,20.59,100.0,2.038,29.886,0.0,0.0,normal
5,69,16.26,23.87,24.41,85.94,3.377,28.623,0.2217,5.03,normal
0,321,0.0,22.74,23.42,93.34,2.485,27.237,0.253,5.22,normal
13,190,1027.26,20.94,53.38,32.02,4.359,29.66,15.0,1640.99,normal
23,101,0.0,15.91,16.88,94.23,3.573,28.619,0.0485,0.0,normal
2,53,24.89,22.94,25.13,96.32,4.342,29.649,1.1349,27.45,dirty_panels
20,47,16.76,23.94,24.23,90.6,4.884,28.607,0.0,0.0,normal
19,336,5.72,21.58,22.41,88.43,1.047,29.986,0.0,6.74,normal
22,357,14.69,24.56,25.75,96.64,2.095,30.684,0.1417,0.0,partial_shading
10,144,849.15,24.37,49.75,38.87,3.754,29.627,15.0,563.22,partial_shading
6,74,184.88,23.46,28.71,75.71,0.793,31.268,9.8468,304.18,normal
12,153,1047.62,24.75,56.81,26.23,2.088,29.259,15.0,1636.01,normal
3,50,0.0,22.47,22.64,95.64,2.759,30.649,0.0505,0.0,normal
20,201,4.16,15.25,14.99,90.9,1.441,28.788,1.09,30.98,normal
15,229,652.58,25.82,46.75,49.28,2.783,29.878,15.0,1093.25,normal
11,360,535.98,30.93,48.04,38.8,1.998,29.84,15.0,855.34,normal
12,117,948.38,24.99,55.71,28.6,0.91,29.908,15.0,1495.03,normal
17,73,285.74,25.03,35.33,63.42,2.34,30.883,15.0,501.28,normal
12,49,654.42,29.36,48.4,33.36,3.785,29.407,15.0,1042.9,normal
20,138,0.0,16.95,16.05,90.31,1.045,28.235,0.0,0.0,partial_shading
22,220,23.84,16.84,20.02,96.01,1.387,17.351,1.5567,25.19,panel_failure
22,25,0.05,24.23,24.98,92.59,2.193,4.361,0.0,0.0,inverter_failure
14,278,591.73,29.75,48.4,42.02,2.351,29.283,15.0,960.44,normal
17,168,379.97,17.07,29.18,66.75,1.96,28.806,15.0,658.26,normal
7,290,270.13,24.82,33.1,69.85,3.767,29.157,15.0,449.07,normal
0,170,4.67,14.25,12.89,95.71,2.125,27.691,0.6054,25.83,normal
9,57,471.64,28.63,43.3,51.31,5.698,18.687,15.0,321.33,panel_failure
20,8,6.52,24.67,24.58,99.16,4.923,28.647,0.0,0.0,partial_shading
3,204,0.0,17.6,17.06,95.77,2.531,4.415,0.0,8.78,inverter_failure
13,197,963.65,23.46,52.93,32.79,2.117,31.576,15.0,1056.61,dirty_panels
4,297,29.07,22.56,24.84,93.15,2.83,30.848,0.4875,0.39,normal
10,321,458.21,33.08,47.23,39.84,2.862,30.627,10.5555,325.41,partial_shading
3,59,0.0,20.91,21.12,98.85,1.924,28.552,0.0115,5.51,partial_shading
17,115,355.68,25.71,36.65,67.6,2.447,28.416,13.9788,384.86,dirty_panels
19,76,8.92,21.0,21.94,90.88,5.654,29.17,0.8202,11.23,dirty_panels
18,39,154.83,25.72,29.7,76.14,0.551,30.14,3.7396,120.71,partial_shading
16,1,280.59,29.23,39.05,63.1,3.636,29.511,11.2172,332.56,dirty_panels
5,31,2.83,28.12,28.71,88.25,1.113,28.881,0.2446,0.0,partial_shading
12,192,1051.12,24.5,55.76,27.12,3.874,31.076,15.0,668.61,partial_shading
2,56,3.03,20.25,20.17,93.28,4.382,26.93,0.3201,11.95,normal
8,72,411.37,25.2,37.5,61.25,3.671,29.742,15.0,660.05,normal
12,44,641.27,33.03,52.92,32.04,2.335,30.815,15.0,1008.81,normal
16,265,418.34,26.43,39.91,53.96,3.087,29.593,15.0,715.09,normal
2,233,0.0,18.63,19.25,100.0,1.534,29.933,0.3165,9.42,normal
19,352,8.45,26.91,27.29,91.88,2.29,29.957,0.0142,0.0,normal
11,41,610.29,31.78,51.0,34.89,3.632,29.51,14.1717,411.8,partial_shading
21,77,0.0,20.17,20.23,91.76,4.873,29.242,0.0,7.8,dirty_panels
12,167,1046.73,22.08,53.02,24.36,3.619,30.926,15.0,1652.02,normal
13,237,861.94,25.45,52.96,33.56,1.97,28.495,15.0,584.62,partial_shading
16,48,318.62,26.64,37.21,59.79,1.722,29.266,15.0,562.42,normal
19,78,16.36,22.98,22.66,93.42,4.24,27.796,0.5593,6.89,normal
3,154,0.0,15.38,15.59,89.32,0.415,28.934,0.0307,3.0,partial_shading
12,7,528.11,34.26,51.06,33.2,3.701,30.527,15.0,575.31,dirty_panels
0,145,0.0,15.53,16.41,94.64,7.251,28.582,0.0214,0.0,dirty_panels
11,277,717.21,28.83,51.75,43.74,1.385,29.342,15.0,791.71,dirty_panels
19,193,11.27,19.65,20.39,91.48,1.872,29.066,0.9399,28.3,normal
20,159,0.0,17.13,17.84,96.12,3.074,31.244,0.07,2.17,normal
6,179,257.04,20.45,28.39,72.4,1.91,27.151,11.7169,333.39,dirty_panels
9,346,389.39,33.81,46.18,43.1,1.043,29.804,15.0,642.81,normal
13,190,972.13,22.9,53.01,31.63,0.933,30.213,15.0,1549.07,normal
9,196,664.27,22.69,44.59,44.84,1.642,29.722,15.0,1128.03,normal
4,340,6.59,25.01,23.8,94.2,1.657,28.695,0.0187,0.11,normal
7,58,263.42,24.79,33.67,65.83,1.515,28.985,7.3802,202.61,partial_shading
9,36,449.08,28.48,42.33,46.37,0.069,30.287,15.0,719.01,normal
12,165,1033.19,21.09,54.16,26.54,3.206,30.628,15.0,678.69,partial_shading
22,117,21.51,15.18,15.41,98.77,2.195,26.691,2.1549,65.24,normal
13,75,683.13,27.84,49.71,33.07,1.767,31.475,15.0,1143.8,normal
9,44,422.95,27.49,41.05,47.94,0.922,30.794,15.0,742.67,normal
15,321,379.45,31.11,43.52,49.33,3.025,28.967,15.0,660.63,normal
18,225,237.76,20.13,26.7,78.59,1.69,29.321,15.0,445.7,normal
10,253,726.58,28.3,51.51,36.22,2.044,31.473,15.0,1167.09,normal
11,44,612.76,33.83,51.86,39.81,4.244,31.076,15.0,1010.38,normal
5,125,0.0,19.23,18.73,87.32,1.926,30.157,0.0057,0.0,partial_shading
20,227,16.8,16.7,15.93,94.32,0.856,29.2,0.9822,18.59,normal
20,193,14.96,16.96,17.82,99.81,2.364,29.585,0.6476,12.84,normal
4,254,8.06,18.22,18.52,92.09,2.286,30.209,0.3193,4.37,partial_shading
8,245,413.01,23.84,37.34,58.35,1.685,29.299,15.0,504.87,dirty_panels
6,151,261.81,17.37,26.38,79.22,0.299,29.747,9.2722,263.93,dirty_panels
22,286,4.73,19.47,19.23,95.93,2.558,26.653,0.0166,0.0,partial_shading
1,95,4.69,17.52,17.98,94.65,4.768,27.22,0.0431,6.65,normal
4,30,0.0,24.04,24.09,100.0,1.443,29.3,0.0,0.0,normal
7,334,199.42,30.06,36.26,67.89,0.424,29.854,11.4604,340.21,normal
13,9,532.12,35.31,52.44,39.05,3.462,29.446,15.0,834.86,normal
5,104,14.01,21.06,22.62,88.05,1.659,17.432,0.0887,17.98,panel_failure
12,42,652.98,31.73,51.82,35.65,2.455,4.614,15.0,104.54,inverter_failure
17,85,307.43,23.78,33.96,69.25,4.404,29.604,15.0,518.16,normal
19,145,0.0,15.97,16.21,88.23,2.578,15.719,1.0214,16.96,panel_failure
2,48,10.05,20.82,21.07,88.67,2.619,16.922,0.0,3.38,panel_failure
3,171,11.62,12.95,13.3,96.46,1.843,28.843,0.2469,24.11,normal
2,339,2.88,19.98,19.73,91.76,1.778,17.077,1.3079,18.3,panel_failure
21,50,0.0,20.41,17.87,97.15,2.14,28.686,0.0,1.39,dirty_panels
15,339,350.63,33.92,46.01,50.0,2.278,28.117,13.8231,389.96,dirty_panels
12,151,1044.22,23.88,55.6,32.35,1.772,29.766,15.0,1639.94,normal
18,217,209.83,19.2,25.48,74.05,3.349,30.737,7.6101,250.66,dirty_panels
14,162,893.74,23.08,50.15,35.01,3.595,29.901,15.0,1389.22,normal
5,116,31.46,16.22,16.4,87.67,0.819,29.657,1.4184,44.89,normal
12,40,611.31,31.65,51.17,31.27,2.017,28.956,14.3791,418.44,partial_shading
16,217,507.17,24.08,40.01,58.18,2.49,3.573,15.0,76.24,inverter_failure
0,335,0.0,23.54,23.0,90.12,2.433,28.359,0.0638,8.01,partial_shading
14,191,878.22,20.01,47.35,39.92,4.162,30.255,15.0,1445.01,normal
11,219,946.48,23.78,53.03,33.41,1.977,30.334,15.0,1482.46,normal
1,235,17.24,18.58,19.37,94.36,3.792,4.7,0.0717,0.0,inverter_failure
6,142,198.61,19.38,24.66,78.01,1.316,31.13,8.0326,239.23,dirty_panels
10,45,547.18,28.16,44.54,42.49,7.258,16.385,15.0,369.16,panel_failure
8,186,558.71,24.44,42.11,53.08,2.244,29.483,13.0831,377.71,partial_shading
6,318,164.52,25.5,29.76,78.62,4.945,15.66,6.4079,92.37,panel_failure
15,115,626.38,23.55,42.76,47.9,4.626,28.675,15.0,723.7,dirty_panels
9,319,368.05,29.23,40.13,46.97,1.214,30.975,15.0,632.06,normal
11,312,543.58,30.02,47.24,38.93,4.248,28.438,15.0,608.49,dirty_panels
19,90,0.0,20.53,20.46,81.18,3.573,28.36,0.225,8.08,normal
2,210,0.14,15.99,16.17,89.05,1.949,28.977,1.0234,24.45,dirty_panels
8,273,341.1,28.51,38.56,59.0,4.111,26.891,8.5329,224.14,partial_shading
1,181,0.0,13.48,14.06,93.75,3.782,27.549,0.0,0.0,normal
22,256,11.52,16.12,17.78,92.12,6.508,27.504,0.2815,0.0,partial_shading
4,333,0.0,24.38,22.95,94.84,0.462,28.135,0.0,6.07,normal
19,229,15.98,19.98,19.24,87.67,3.853,29.086,1.0431,55.7,normal
4,306,0.28,22.72,23.47,92.03,1.224,29.828,0.015,5.23,dirty_panels
7,293,199.73,27.47,35.31,62.82,0.383,28.563,8.8766,262.96,dirty_panels
14,297,590.96,29.98,46.14,35.26,4.361,29.474,12.9962,382.47,partial_shading
19,312,0.0,25.87,26.53,91.25,4.081,28.683,0.2002,0.0,normal
4,83,0.0,18.53,19.81,93.71,2.851,27.998,0.0,18.58,normal
5,7,4.86,28.38,27.73,91.97,2.218,29.218,0.0307,0.0,normal
21,56,1.47,24.81,26.04,93.68,5.979,29.252,0.0,7.82,dirty_panels
7,92,278.09,23.91,32.68,67.73,3.39,15.9,13.151,211.1,panel_failure
5,252,21.06,21.03,21.82,88.42,2.297,29.475,0.9331,38.62,normal
17,187,410.64,20.15,32.62,64.83,4.408,29.76,15.0,495.72,dirty_panels
2,172,4.79,13.01,13.99,95.17,3.516,29.073,0.4947,6.37,normal
20,4,12.24,26.66,27.28,93.66,4.538,29.98,0.0757,0.0,partial_shading
21,250,1.03,18.93,20.22,91.31,2.523,27.014,0.0192,20.47,normal
20,133,5.13,16.12,17.2,97.3,1.098,27.545,0.0,5.68,normal
7,278,279.05,27.21,36.06,71.47,4.165,29.297,6.7383,215.01,partial_shading
2,42,1.28,22.12,24.45,99.98,5.88,26.479,0.112,1.0,normal
10,108,757.67,23.69,48.58,36.57,0.821,17.997,15.0,512.79,panel_failure
8,20,294.66,30.59,40.42,55.78,0.674,19.008,10.9105,197.04,panel_failure
23,104,18.79,15.72,15.66,93.0,3.193,29.241,0.9189,24.94,dirty_panels
15,338,362.09,32.93,43.28,49.21,1.31,29.615,15.0,633.88,normal
22,180,8.67,14.55,13.47,94.84,1.693,28.567,0.0408,0.0,dirty_panels
18,161,246.4,18.26,25.11,73.38,5.143,28.855,15.0,427.74,normal
17,100,286.08,22.27,32.84,61.92,1.532,28.925,15.0,527.12,normal
2,97,14.4,17.62,17.99,95.15,1.661,29.029,0.4848,14.75,normal
1,244,11.53,17.92,17.65,84.32,2.789,27.261,0.8495,39.84,partial_shading
1,360,12.34,24.7,24.69,94.66,3.051,30.269,0.0,0.0,normal
14,273,662.18,28.69,49.24,36.9,4.228,4.062,15.0,116.3,inverter_failure
4,270,0.0,19.44,20.25,97.24,0.431,29.371,0.9485,29.27,normal
23,173,6.21,13.8,13.69,97.88,1.33,28.915,0.565,3.63,dirty_panels
3,37,14.26,21.41,21.67,98.21,0.215,27.646,0.0,0.0,normal
22,265,0.0,22.13,22.6,93.84,0.13,30.108,0.8379,13.43,dirty_panels
16,296,313.93,29.56,39.11,54.2,0.496,5.791,9.5583,27.96,inverter_failure
2,187,2.32,12.47,13.85,92.47,2.001,15.956,0.0,0.0,panel_failure
1,34,0.0,22.88,22.98,95.71,1.465,28.747,0.7387,8.48,normal
9,261,557.64,27.66,44.2,42.02,3.797,30.114,15.0,911.13,normal
8,337,320.6,29.99,40.49,61.95,2.401,18.708,12.9419,251.1,panel_failure
7,83,312.39,22.17,31.86,65.32,1.415,27.297,15.0,527.71,normal
12,59,704.03,28.27,50.74,35.86,3.658,29.385,15.0,492.76,partial_shading
3,270,13.88,20.39,19.86,89.48,4.115,27.51,1.1868,20.94,normal
3,122,41.34,13.11,14.54,91.83,2.1,27.809,2.2396,56.82,normal
16,262,379.27,23.46,37.31,50.91,2.813,4.917,15.0,92.29,inverter_failure
23,257,29.88,17.58,17.27,97.76,3.85,28.719,1.1747,30.35,normal
6,98,190.73,21.54,27.55,76.76,3.55,28.276,7.8659,232.0,dirty_panels
22,16,0.0,21.7,21.12,96.71,6.305,29.914,0.0113,19.44,normal
8,203,537.29,20.69,39.46,54.65,3.252,30.052,15.0,904.63,normal
8,149,557.38,18.92,37.18,55.59,3.311,30.703,15.0,944.15,normal
2,313,0.0,23.5,23.72,93.99,2.032,27.112,0.3501,0.0,dirty_panels
10,131,817.25,22.39,47.43,36.62,4.408,19.735,15.0,564.91,panel_failure
11,92,813.53,26.08,50.53,33.83,3.854,30.548,15.0,560.59,partial_shading
15,314,392.83,31.04,44.2,50.42,2.558,30.059,15.0,687.12,normal
3,269,3.68,19.11,18.49,96.1,1.907,28.178,0.7908,34.97,normal
4,226,47.23,14.95,15.56,100.0,2.802,28.402,3.7914,100.65,normal
10,349,455.58,29.4,43.57,47.94,2.738,29.315,15.0,770.74,normal
1,286,0.0,21.46,21.56,89.66,1.015,28.502,0.4334,9.08,normal
3,317,0.0,23.11,23.4,94.57,3.3,30.964,0.2654,11.05,normal
15,292,462.13,28.29,42.15,47.22,2.135,30.022,15.0,764.79,normal
22,147,0.0,12.16,12.85,98.84,3.616,28.84,0.0,0.0,partial_shading
13,23,545.1,32.06,48.66,36.97,4.893,28.645,13.6252,380.95,partial_shading
3,222,10.08,16.46,17.14,96.29,4.411,27.578,0.5346,18.11,normal
23,280,0.49,18.88,19.04,87.99,0.908,3.153,2.2354,0.0,inverter_failure
12,362,557.2,35.42,53.27,32.1,1.583,17.847,15.0,356.98,panel_failure
17,249,299.5,24.45,34.58,72.78,2.625,29.192,15.0,513.5,normal
4,208,0.0,14.77,14.43,95.15,1.714,28.644,0.3952,10.02,normal
13,211,969.96,25.04,54.64,28.75,0.522,29.982,15.0,625.88,partial_shading
1,42,1.45,22.17,21.32,95.53,1.967,27.085,1.1468,2.97,normal
15,3,398.01,31.62,42.22,46.28,2.487,30.012,15.0,648.85,normal
4,17,0.0,25.39,25.46,94.05,2.712,17.418,0.5345,19.68,panel_failure
21,331,2.1,22.65,23.06,90.41,4.365,29.278,0.9888,9.96,normal
1,289,0.0,21.18,20.36,92.63,2.322,4.097,0.0312,3.45,inverter_failure
15,95,600.4,27.26,45.46,44.95,1.607,19.187,15.0,401.57,panel_failure
3,155,7.43,14.68,16.24,98.16,3.847,29.053,0.4199,0.58,dirty_panels
16,177,560.6,20.21,38.63,55.36,0.632,28.646,14.1307,412.51,partial_shading
11,91,783.65,24.41,47.69,36.48,1.331,30.568,15.0,1281.67,normal
23,155,0.0,9.12,8.78,94.92,4.217,28.737,0.1328,11.43,normal
15,127,668.82,26.23,48.03,47.4,0.879,31.716,15.0,1119.0,normal
8,254,388.82,25.41,37.18,54.0,3.165,28.717,15.0,468.09,dirty_panels
2,277,24.46,19.3,18.92,92.69,2.823,27.488,0.2657,0.0,dirty_panels
14,36,520.62,31.41,47.71,42.97,5.006,29.446,15.0,862.55,normal
10,170,875.54,20.99,49.4,35.61,1.182,31.175,15.0,967.28,dirty_panels
1,362,0.0,23.46,24.35,94.96,3.848,26.002,0.0,12.54,partial_shading
13,318,548.91,30.48,46.68,37.66,2.151,17.464,15.0,345.16,panel_failure
5,290,0.0,22.1,22.45,92.82,1.681,28.591,0.4356,7.52,normal
5,269,0.0,19.34,19.33,92.98,4.034,15.561,0.0,0.0,panel_failure
0,2,3.03,21.49,20.73,93.12,2.597,28.432,0.0,7.21,normal
8,356,264.63,32.27,40.24,53.29,0.919,28.583,15.0,434.62,normal
5,269,4.06,21.01,20.07,86.92,2.501,27.575,0.079,0.0,normal
1,325,0.0,24.17,25.04,92.31,3.268,26.861,0.5908,18.09,dirty_panels
10,332,485.83,33.47,49.96,44.83,6.051,30.512,15.0,797.03,normal
5,93,9.4,20.98,20.67,91.82,1.175,28.241,0.0,0.0,dirty_panels
3,6,8.58,23.35,23.03,91.83,3.002,4.713,0.0,10.99,inverter_failure
11,241,848.28,26.18,53.27,31.31,2.936,31.328,15.0,1318.35,normal
1,168,0.0,13.39,14.3,90.56,1.762,28.856,0.1663,6.26,partial_shading
23,8,8.82,23.86,23.03,95.4,4.009,27.241,0.0411,0.0,normal
11,99,812.75,29.12,54.33,33.9,1.846,31.093,15.0,516.28,partial_shading
23,362,0.0,24.44,24.4,97.37,1.333,30.284,0.2265,8.53,partial_shading
21,133,8.98,12.25,11.76,96.45,3.967,29.309,0.6261,12.13,normal
23,96,8.84,15.36,16.15,96.59,5.387,27.967,0.7289,32.57,dirty_panels
13,239,844.26,25.83,51.28,29.1,1.36,28.99,15.0,1348.63,normal
10,243,745.21,26.39,49.01,36.76,0.526,19.532,15.0,466.3,panel_failure
17,122,322.59,18.75,28.83,68.91,3.933,29.553,15.0,534.92,normal
1,310,0.0,19.99,18.87,93.38,1.374,30.226,0.0,0.0,normal
20,212,17.24,18.76,17.73,89.88,1.893,28.073,0.511,6.96,partial_shading
7,59,241.1,25.59,33.86,69.73,2.784,28.636,6.1309,184.83,partial_shading
0,119,11.01,13.71,13.15,93.27,3.555,29.821,0.2427,6.93,normal
5,310,17.33,23.95,26.23,91.92,2.216,28.41,1.2954,39.74,normal
5,33,0.0,26.25,27.94,88.9,1.081,30.528,0.5198,26.58,dirty_panels
0,5,0.0,22.59,22.21,94.17,1.649,18.182,0.5079,22.18,panel_failure
16,240,471.75,24.16,40.46,59.61,3.71,30.899,15.0,794.87,normal
2,162,8.47,12.61,13.31,91.09,0.874,19.076,0.0,4.51,panel_failure
20,93,7.26,17.0,16.72,99.21,2.89,29.52,0.0,0.0,normal
10,173,894.24,24.54,50.72,34.28,2.33,30.422,15.0,631.65,partial_shading
17,68,242.38,26.29,34.39,67.79,2.572,17.964,8.8311,158.51,panel_failure
8,137,519.57,21.12,37.55,55.14,2.873,30.269,15.0,889.15,normal
3,86,0.0,17.77,18.09,93.72,4.018,29.598,0.0697,0.0,normal
4,215,1.06,17.51,17.59,92.59,2.867,29.342,0.0167,7.46,dirty_panels
15,246,615.32,26.12,44.35,44.98,3.702,28.255,15.0,430.41,partial_shading
17,334,199.97,31.02,37.01,64.86,0.471,29.462,4.9212,146.23,partial_shading
6,25,124.59,26.55,31.06,83.98,3.154,16.677,5.9232,88.7,panel_failure
8,120,518.54,22.69,38.34,53.42,2.095,29.273,15.0,873.93,normal
22,97,0.0,17.48,17.21,98.48,3.234,3.527,3.1442,14.72,inverter_failure
20,212,0.0,15.98,14.84,98.08,1.715,30.498,0.0385,0.56,dirty_panels
9,195,667.97,21.93,42.79,46.36,3.404,29.898,15.0,1084.2,normal
5,321,0.0,25.32,24.48,88.65,4.906,30.773,0.0,0.0,partial_shading
7,336,175.68,29.95,36.32,68.8,2.263,28.066,4.5318,129.42,partial_shading
12,283,718.87,27.69,49.2,36.13,3.499,31.444,15.0,1180.06,normal
13,73,683.96,29.37,50.8,36.1,1.233,30.617,15.0,1114.1,normal
4,15,0.0,23.99,25.62,90.3,2.887,29.009,0.0,0.0,partial_shading
1,329,10.72,23.22,23.21,89.44,1.906,30.197,0.6296,29.28,partial_shading
11,345,491.51,33.46,48.5,43.34,1.932,29.147,15.0,548.15,dirty_panels
19,92,0.0,20.49,21.12,81.06,1.134,30.09,0.0937,9.87,normal
3,18,14.9,22.41,21.07,95.59,3.708,28.592,0.1954,4.86,normal
9,249,582.42,26.29,45.64,45.71,2.774,15.633,15.0,381.47,panel_failure
3,215,6.88,16.19,17.21,95.35,4.724,27.491,0.5717,26.25,normal
5,325,17.94,25.61,26.45,85.42,3.4,30.414,0.9616,36.25,normal
14,211,862.89,22.6,46.47,38.07,1.901,31.631,15.0,1382.52,normal
6,278,150.38,24.32,28.93,78.31,1.308,28.63,9.5349,265.07,normal
6,288,141.67,24.57,28.29,86.04,3.165,29.644,9.476,267.51,normal
23,4,13.71,24.44,25.58,95.25,3.574,28.946,0.391,0.0,normal
4,55,17.44,21.62,22.41,99.04,3.309,28.447,0.4777,7.94,normal
4,285,1.14,20.85,21.14,90.5,3.509,29.765,0.0,2.61,partial_shading
22,66,0.0,18.12,17.21,98.06,2.667,28.175,0.6669,4.27,partial_shading
13,76,737.14,29.37,53.42,35.86,2.981,28.076,15.0,1149.03,normal
1,275,0.0,19.09,18.89,95.81,0.772,29.06,0.0,3.12,normal
10,75,613.93,26.92,47.62,41.25,2.285,30.105,15.0,1041.52,normal
13,55,640.49,31.15,51.84,41.48,3.115,29.518,15.0,1078.1,normal
6,5,134.38,28.74,33.41,78.7,0.885,28.182,8.8048,231.95,normal
13,172,976.84,19.09,49.41,29.12,3.593,3.435,15.0,151.77,inverter_failure
15,233,619.36,23.97,45.07,43.78,4.368,29.72,15.0,730.75,dirty_panels
6,268,193.99,23.93,30.4,79.56,2.227,28.31,11.8975,334.92,normal
19,331,14.1,26.09,27.45,90.27,3.163,29.782,0.1909,5.42,normal
10,238,754.9,25.54,49.32,33.75,1.355,30.83,15.0,529.09,partial_shading
23,277,0.0,15.77,15.73,96.54,3.544,28.315,0.0,4.03,normal
2,77,11.78,15.08,15.56,91.73,2.964,3.992,0.0,3.11,inverter_failure
